Member_number;Date;Baskets
23/05/2014;4948;curd,root vegetables
24/05/2014;1058;chicken,other vegetables
24/05/2014;1466;root vegetables,root vegetables
24/05/2014;1501;baking powder,chicken
24/05/2014;1507;domestic eggs,frozen vegetables,fruit/vegetable juice,yogurt
24/05/2014;1747;other vegetables,root vegetables
24/05/2014;1764;UHT-milk,coffee
24/05/2014;1887;bottled beer,oil
24/05/2014;2133;bottled water,cat food,other vegetables
24/05/2014;2613;domestic eggs,yogurt
24/05/2014;2957;frozen vegetables,margarine
24/05/2014;2974;frozen vegetables,tropical fruit
24/05/2014;3138;coffee,other vegetables
24/05/2014;3869;detergent,newspapers
24/05/2014;3916;canned beer,dishes
24/05/2014;4169;canned beer,whole milk
24/05/2014;4371;butter,frozen vegetables
24/05/2014;4410;candy,onions,rolls/buns
24/05/2014;4489;bottled water,curd,other vegetables,white bread
24/05/2014;4656;other vegetables,rolls/buns
24/05/2014;4709;citrus fruit,other vegetables
25/05/2014;1085;newspapers,yogurt
25/05/2014;1103;candles,chicken,pastry
25/05/2014;1136;instant coffee,shopping bags
25/05/2014;1204;waffles,whole milk
25/05/2014;1212;beef,domestic eggs
25/05/2014;1339;frozen vegetables,grapes,vinegar
25/05/2014;1480;beef,grapes
25/05/2014;1785;curd,other vegetables
25/05/2014;2060;brown bread,salty snack,soups
25/05/2014;2162;dog food,whole milk
25/05/2014;2185;citrus fruit,other vegetables
25/05/2014;2357;bottled beer,frozen meals
25/05/2014;2383;beef,condensed milk
25/05/2014;2438;rolls/buns,tropical fruit
25/05/2014;2708;coffee,coffee
25/05/2014;2831;fruit/vegetable juice,margarine
25/05/2014;2855;UHT-milk,tropical fruit
25/05/2014;3051;canned beer,salty snack
25/05/2014;3068;beverages,pasta,whole milk
25/05/2014;3399;brown bread,rolls/buns,soda,whole milk
25/05/2014;3679;rolls/buns,salty snack
25/05/2014;3745;bottled water,specialty cheese
25/05/2014;4075;margarine,other vegetables
25/05/2014;4331;coffee,margarine
25/05/2014;4376;fruit/vegetable juice,hygiene articles,whipped/sour cream
25/05/2014;4495;long life bakery product,oil,pip fruit
25/05/2014;4993;rolls/buns,shopping bags
26/05/2014;1235;butter,roll products 
26/05/2014;1456;softener,whipped/sour cream
26/05/2014;1497;packaged fruit/vegetables,tea
26/05/2014;2063;onions,other vegetables
26/05/2014;2269;bottled water,sliced cheese
26/05/2014;2522;pasta,soda
26/05/2014;2545;citrus fruit,whole milk
26/05/2014;2581;bottled water,dessert
26/05/2014;2629;candy,whole milk
26/05/2014;2666;chocolate,whole milk
26/05/2014;2758;UHT-milk,flour
26/05/2014;2784;domestic eggs,house keeping products,whipped/sour cream,whole milk
26/05/2014;2924;newspapers,root vegetables,shopping bags,sliced cheese
26/05/2014;3081;canned fish,specialty cheese,specialty vegetables,yogurt
26/05/2014;3115;frozen vegetables,sugar
26/05/2014;3338;hamburger meat,pasta
26/05/2014;3561;brown bread,frankfurter
26/05/2014;3646;newspapers,whipped/sour cream
26/05/2014;3764;bottled water,sugar
26/05/2014;3793;soda,whole milk
26/05/2014;4154;mustard,white bread
26/05/2014;4178;butter,popcorn
26/05/2014;4494;chicken,sugar
26/05/2014;4562;female sanitary products,soda
27/05/2014;1018;berries,cake bar
27/05/2014;1825;salty snack,zwieback
27/05/2014;2029;bottled water,yogurt
27/05/2014;2493;hard cheese,soda,whole milk
27/05/2014;2543;root vegetables,whipped/sour cream
27/05/2014;2617;chewing gum,frozen vegetables
27/05/2014;2766;candles,coffee
27/05/2014;2917;rolls/buns,yogurt
27/05/2014;2918;rolls/buns,waffles
27/05/2014;2963;citrus fruit,frozen vegetables
27/05/2014;2967;oil,whole milk
27/05/2014;3083;fruit/vegetable juice,waffles
27/05/2014;3116;chewing gum,frozen vegetables,ham
27/05/2014;3312;margarine,rolls/buns,tidbits
27/05/2014;3560;detergent,light bulbs
27/05/2014;3569;bottled water,frankfurter
27/05/2014;3582;rolls/buns,whole milk
27/05/2014;3982;dessert,meat
27/05/2014;4014;misc. beverages,yogurt
27/05/2014;4370;curd,pastry,yogurt
27/05/2014;4394;brown bread,pastry
27/05/2014;4522;other vegetables,soda
28/05/2014;1218;cling film/bags,curd,meat
28/05/2014;1428;other vegetables,soda
28/05/2014;1509;citrus fruit,domestic eggs
28/05/2014;1594;specialty bar,yogurt
28/05/2014;1750;beef,shopping bags
28/05/2014;1930;bottled water,soda
28/05/2014;1971;dessert,white wine
28/05/2014;2329;misc. beverages,newspapers
28/05/2014;2349;whole milk,yogurt
28/05/2014;2408;other vegetables,rolls/buns
28/05/2014;2439;canned fruit,dog food
28/05/2014;2508;dessert,frozen vegetables
28/05/2014;2548;flour,waffles
28/05/2014;2849;pip fruit,sauces
28/05/2014;2954;fruit/vegetable juice,soda
28/05/2014;3366;chewing gum,softener
28/05/2014;4070;butter milk,cake bar
28/05/2014;4230;canned beer,pastry
28/05/2014;4512;chocolate,pip fruit,seasonal products
28/05/2014;4594;soda,tea,whole milk
28/05/2014;4650;pastry,roll products 
28/05/2014;4809;chicken,margarine
28/05/2014;4836;chocolate,curd,salty snack
28/05/2014;4973;brown bread,newspapers,yogurt
29/05/2014;1169;finished products,newspapers,whipped/sour cream
29/05/2014;1285;bottled water,chocolate marshmallow,napkins,tropical fruit
29/05/2014;1359;frozen fish,newspapers,soda,tropical fruit
29/05/2014;1513;bottled beer,sparkling wine,whipped/sour cream
29/05/2014;1529;bottled water,margarine,other vegetables
29/05/2014;1602;fruit/vegetable juice,pip fruit
29/05/2014;1632;newspapers,root vegetables
29/05/2014;1653;long life bakery product,margarine,whole milk
29/05/2014;1798;beverages,bottled water
29/05/2014;2086;soda,whole milk
29/05/2014;2615;chocolate,rolls/buns
29/05/2014;2727;bottled beer,soda
29/05/2014;2789;bottled beer,yogurt
29/05/2014;3098;citrus fruit,sugar
29/05/2014;3110;cereals,herbs,root vegetables
29/05/2014;3193;whole milk,yogurt
29/05/2014;3204;tropical fruit,yogurt
29/05/2014;3297;cat food,frozen meals,fruit/vegetable juice,processed cheese
29/05/2014;3435;hamburger meat,pasta
29/05/2014;3584;soft cheese,whipped/sour cream
29/05/2014;3657;butter,rolls/buns
29/05/2014;3731;canned vegetables,tropical fruit
29/05/2014;3922;soda,yogurt
29/05/2014;4030;butter,margarine
29/05/2014;4159;dishes,other vegetables
29/05/2014;4211;newspapers,whipped/sour cream
29/05/2014;4261;dessert,root vegetables,whisky
29/05/2014;4319;detergent,tropical fruit
29/05/2014;4577;frozen meals,soups
29/05/2014;4764;brown bread,soap
30/05/2014;1021;butter,sliced cheese
30/05/2014;1050;cat food,pasta,yogurt
30/05/2014;1110;margarine,yogurt
30/05/2014;1125;margarine,rolls/buns,root vegetables
30/05/2014;1632;misc. beverages,white bread
30/05/2014;1690;brown bread,rolls/buns
30/05/2014;1693;canned beer,cream cheese ,waffles
30/05/2014;1842;newspapers,vinegar
30/05/2014;1908;misc. beverages,zwieback
30/05/2014;1922;whipped/sour cream,whole milk
30/05/2014;2111;bottled beer,other vegetables
30/05/2014;2120;butter,potato products
30/05/2014;2146;bottled water,sausage
30/05/2014;2201;ice cream,whole milk
30/05/2014;2219;root vegetables,root vegetables
30/05/2014;2350;rolls/buns,tidbits
30/05/2014;2612;bottled water,tropical fruit
30/05/2014;2773;female sanitary products,margarine
30/05/2014;2831;butter,sliced cheese,soda
30/05/2014;2832;bottled water,specialty chocolate
30/05/2014;2857;meat,waffles
30/05/2014;3481;other vegetables,yogurt
30/05/2014;3649;rolls/buns,soda
30/05/2014;3917;detergent,hard cheese,pip fruit
30/05/2014;3996;soda,whole milk
30/05/2014;4165;other vegetables,rolls/buns
30/05/2014;4297;brown bread,other vegetables,rolls/buns
30/05/2014;4363;coffee,hygiene articles
30/05/2014;4606;candy,long life bakery product
30/05/2014;4622;bottled water,citrus fruit
30/05/2014;4661;candy,whipped/sour cream
30/05/2014;4860;bottled water,fruit/vegetable juice
30/05/2014;4901;frozen meals,other vegetables
30/05/2014;4902;butter,other vegetables
30/05/2014;4917;frankfurter,rolls/buns
31/05/2014;1316;bottled beer,curd
31/05/2014;1387;rolls/buns,shopping bags,soda
31/05/2014;1452;margarine,mayonnaise
31/05/2014;1556;herbs,soft cheese
31/05/2014;1716;chocolate,whole milk
31/05/2014;1883;dishes,misc. beverages
31/05/2014;1948;UHT-milk,citrus fruit,yogurt
31/05/2014;1999;butter,dog food,tropical fruit
31/05/2014;2025;brown bread,cake bar,hamburger meat,pastry
31/05/2014;2055;rolls/buns,soda,yogurt
31/05/2014;2059;domestic eggs,ham
31/05/2014;2154;bottled beer,hygiene articles,pastry
31/05/2014;2293;pork,shopping bags
31/05/2014;2336;other vegetables,salty snack,shopping bags
31/05/2014;2445;ice cream,tropical fruit
31/05/2014;2763;canned beer,shopping bags
31/05/2014;2990;UHT-milk,cream cheese 
31/05/2014;3362;pip fruit,soda
31/05/2014;3466;newspapers,other vegetables,rolls/buns,rolls/buns,whole milk
31/05/2014;3515;brown bread,canned beer,canned vegetables,onions
31/05/2014;3612;flour,other vegetables,other vegetables,yogurt
31/05/2014;3645;chocolate,yogurt
31/05/2014;3930;brown bread,curd,pastry,tropical fruit
31/05/2014;3980;pip fruit,soda
31/05/2014;4124;fruit/vegetable juice,soda
31/05/2014;4567;bottled water,coffee
31/05/2014;4674;bottled water,whole milk
31/05/2014;4743;napkins,soda
31/05/2014;4985;dessert,whole milk
01/06/2014;1590;citrus fruit,newspapers
01/06/2014;1863;bottled beer,bottled water,newspapers,seasonal products
01/06/2014;1879;sugar,whole milk
01/06/2014;2093;canned vegetables,napkins
01/06/2014;2259;processed cheese,roll products 
01/06/2014;2379;berries,brown bread
01/06/2014;2881;butter milk,canned vegetables
01/06/2014;2949;other vegetables,pork,shopping bags
01/06/2014;3111;UHT-milk,oil
01/06/2014;3963;candy,domestic eggs
01/06/2014;4221;bottled water,frozen meals
01/06/2014;4694;tropical fruit,whipped/sour cream,whipped/sour cream
01/06/2014;4872;domestic eggs,soda,softener,whole milk
02/06/2014;1011;curd cheese,pastry
02/06/2014;1767;UHT-milk,frankfurter
02/06/2014;1811;canned beer,dessert,other vegetables,pastry
02/06/2014;1905;butter,cat food
02/06/2014;1923;domestic eggs,tropical fruit
02/06/2014;1932;onions,specialty chocolate
02/06/2014;2063;brandy,pastry
02/06/2014;2068;specialty vegetables,yogurt
02/06/2014;2093;other vegetables,whole milk
02/06/2014;2157;chocolate marshmallow,dishes,grapes
02/06/2014;2199;citrus fruit,rolls/buns
02/06/2014;2365;beef,margarine
02/06/2014;2605;other vegetables,pork,white bread,yogurt
02/06/2014;2612;newspapers,specialty bar,white bread
02/06/2014;2742;coffee,cream cheese 
02/06/2014;2807;herbs,newspapers,newspapers,rolls/buns
02/06/2014;2862;kitchen towels,shopping bags
02/06/2014;3129;coffee,dessert
02/06/2014;3438;citrus fruit,rolls/buns
02/06/2014;3468;whipped/sour cream,yogurt
02/06/2014;3895;cat food,margarine,soda,yogurt
02/06/2014;4371;chocolate,domestic eggs
02/06/2014;4645;butter,chewing gum
02/06/2014;4772;sauces,whole milk
02/06/2014;4891;cream cheese ,dog food,specialty bar
02/06/2014;4995;domestic eggs,mayonnaise
03/06/2014;1166;bottled water,tropical fruit
03/06/2014;1170;chocolate,shopping bags
03/06/2014;1212;salt,tropical fruit
03/06/2014;1512;detergent,rolls/buns,yogurt
03/06/2014;1520;beef,other vegetables
03/06/2014;1566;citrus fruit,dessert,newspapers
03/06/2014;1685;bottled water,soda
03/06/2014;1756;soda,whole milk
03/06/2014;1925;brown bread,long life bakery product
03/06/2014;1955;napkins,shopping bags
03/06/2014;2009;pastry,pork
03/06/2014;2112;sliced cheese,soda
03/06/2014;2155;pip fruit,soda
03/06/2014;2315;hamburger meat,newspapers
03/06/2014;2349;red/blush wine,soda
03/06/2014;3205;other vegetables,whipped/sour cream
03/06/2014;3553;pip fruit,waffles
03/06/2014;3600;other vegetables,shopping bags,whipped/sour cream
03/06/2014;4090;shopping bags,specialty bar
03/06/2014;4107;soda,whipped/sour cream
03/06/2014;4109;pet care,whole milk
03/06/2014;4125;pip fruit,rolls/buns
03/06/2014;4217;brown bread,domestic eggs,root vegetables
03/06/2014;4262;frozen meals,red/blush wine,whipped/sour cream
03/06/2014;4383;whipped/sour cream,whole milk
03/06/2014;4473;bottled beer,other vegetables
03/06/2014;4839;onions,sausage
04/06/2014;1136;fruit/vegetable juice,rolls/buns
04/06/2014;1379;margarine,whole milk
04/06/2014;1755;spread cheese,waffles
04/06/2014;2395;margarine,tropical fruit
04/06/2014;2414;chicken,cling film/bags
04/06/2014;2546;candy,fish,rolls/buns
04/06/2014;2609;beverages,semi-finished bread,sliced cheese
04/06/2014;2612;citrus fruit,pastry
04/06/2014;2671;salty snack,whole milk
04/06/2014;2751;dental care,frozen meals
04/06/2014;2754;detergent,ice cream,rolls/buns,whole milk
04/06/2014;3329;cream cheese ,pastry
04/06/2014;3511;bottled beer,whole milk
04/06/2014;3783;bottled water,red/blush wine
04/06/2014;3881;beverages,specialty chocolate,waffles
04/06/2014;4257;other vegetables,soft cheese
04/06/2014;4391;butter,citrus fruit
04/06/2014;4502;frozen vegetables,pip fruit,sugar
04/06/2014;4693;bottled beer,pastry
04/06/2014;4888;onions,sauces
05/06/2014;1073;bottled water,domestic eggs,yogurt
05/06/2014;1145;brown bread,other vegetables
05/06/2014;1169;cleaner,napkins
05/06/2014;1447;fruit/vegetable juice,other vegetables,tropical fruit
05/06/2014;1753;cream cheese ,fruit/vegetable juice
05/06/2014;1822;candy,citrus fruit,pasta,soda
05/06/2014;1970;brown bread,white bread,whole milk
05/06/2014;2272;napkins,whole milk
05/06/2014;2357;frozen vegetables,pip fruit,whipped/sour cream,whipped/sour cream
05/06/2014;2394;curd,whole milk
05/06/2014;2501;other vegetables,pork
05/06/2014;2656;bottled water,yogurt
05/06/2014;2981;canned beer,fruit/vegetable juice
05/06/2014;3144;other vegetables,pastry,shopping bags
05/06/2014;3306;canned beer,whole milk
05/06/2014;3427;meat,yogurt
05/06/2014;3570;beef,butter,cake bar
05/06/2014;4875;chocolate,pip fruit
06/06/2014;1037;cake bar,chewing gum,citrus fruit,shopping bags
06/06/2014;1282;bottled water,soda
06/06/2014;1328;bottled beer,other vegetables
06/06/2014;1507;bottled water,hair spray,processed cheese
06/06/2014;1865;bottled beer,brown bread
06/06/2014;1870;other vegetables,waffles
06/06/2014;1985;bottled water,butter milk
06/06/2014;2112;popcorn,whole milk
06/06/2014;2123;cream cheese ,long life bakery product,pastry
06/06/2014;2194;beef,frozen vegetables,soda,whole milk
06/06/2014;2389;UHT-milk,bottled water,frozen vegetables,frozen vegetables
06/06/2014;2439;bottled beer,coffee,shopping bags
06/06/2014;2453;root vegetables,whole milk
06/06/2014;2653;dessert,dog food,newspapers
06/06/2014;2789;bottled beer,butter,pork
06/06/2014;2843;rolls/buns,rum
06/06/2014;2922;coffee,misc. beverages
06/06/2014;2957;other vegetables,shopping bags
06/06/2014;3309;domestic eggs,whole milk
06/06/2014;3479;herbs,pip fruit
06/06/2014;3693;root vegetables,whipped/sour cream
06/06/2014;4091;bottled beer,other vegetables
06/06/2014;4121;whipped/sour cream,yogurt
06/06/2014;4163;bottled beer,cat food,whole milk
06/06/2014;4370;sausage,yogurt
06/06/2014;4407;liquor (appetizer),misc. beverages
06/06/2014;4484;canned fish,whipped/sour cream
06/06/2014;4509;fruit/vegetable juice,liquor,male cosmetics,meat
06/06/2014;4583;other vegetables,tropical fruit
06/06/2014;4624;napkins,soda,vinegar
06/06/2014;4962;hygiene articles,yogurt
07/06/2014;1022;fruit/vegetable juice,sausage
07/06/2014;1063;citrus fruit,whole milk
07/06/2014;1276;dessert,house keeping products
07/06/2014;1304;hamburger meat,other vegetables
07/06/2014;1615;curd cheese,herbs,white bread
07/06/2014;1654;other vegetables,whole milk
07/06/2014;1674;detergent,margarine,soda,tropical fruit
07/06/2014;1754;bottled water,pastry
07/06/2014;1779;long life bakery product,rolls/buns
07/06/2014;1830;bottled water,citrus fruit
07/06/2014;1853;bottled water,candy,hygiene articles
07/06/2014;2014;brown bread,dessert
07/06/2014;2183;other vegetables,vinegar
07/06/2014;2272;frankfurter,whole milk
07/06/2014;2589;bottled water,whipped/sour cream,whole milk
07/06/2014;2955;hamburger meat,newspapers,pastry,soda
07/06/2014;2962;brown bread,root vegetables
07/06/2014;2965;coffee,newspapers
07/06/2014;3090;newspapers,shopping bags
07/06/2014;3141;brown bread,ketchup,soda
07/06/2014;3280;beef,soda
07/06/2014;3295;chocolate marshmallow,hamburger meat,other vegetables
07/06/2014;3359;butter,shopping bags
07/06/2014;3479;long life bakery product,turkey
07/06/2014;3714;butter,other vegetables
07/06/2014;3832;bottled beer,bottled water,condensed milk
07/06/2014;4364;rolls/buns,whole milk
07/06/2014;4859;curd,other vegetables
07/06/2014;4984;domestic eggs,pastry
08/06/2014;1057;UHT-milk,tropical fruit
08/06/2014;1141;cat food,rolls/buns
08/06/2014;1179;cereals,soda
08/06/2014;1187;soda,soda
08/06/2014;1247;butter,candy
08/06/2014;1535;napkins,whole milk
08/06/2014;1774;butter,newspapers
08/06/2014;1883;butter,pork
08/06/2014;2212;butter,soda
08/06/2014;2252;canned vegetables,seasonal products,yogurt
08/06/2014;2441;butter,candy,whipped/sour cream
08/06/2014;2639;bottled beer,canned fish,fruit/vegetable juice
08/06/2014;3451;semi-finished bread,yogurt
08/06/2014;3802;chewing gum,specialty chocolate
08/06/2014;3847;UHT-milk,sausage
08/06/2014;3855;cream cheese ,meat
08/06/2014;4192;beverages,whole milk
08/06/2014;4463;bottled beer,pip fruit
08/06/2014;4573;pot plants,whole milk
08/06/2014;4693;onions,root vegetables
08/06/2014;4738;bottled beer,dog food
08/06/2014;4772;curd,rolls/buns,whipped/sour cream,yogurt
08/06/2014;4862;Instant food products,tropical fruit,whipped/sour cream,yogurt
09/06/2014;1233;shopping bags,whipped/sour cream
09/06/2014;1750;baking powder,newspapers,whole milk
09/06/2014;1810;baking powder,bottled water,pork
09/06/2014;1878;canned beer,rolls/buns
09/06/2014;1996;rolls/buns,yogurt
09/06/2014;2251;pork,whole milk
09/06/2014;2345;candy,whipped/sour cream,whole milk
09/06/2014;2544;sausage,soda
09/06/2014;2712;frozen meals,other vegetables
09/06/2014;2716;curd,soda
09/06/2014;3083;flour,specialty chocolate,tropical fruit
09/06/2014;3176;pastry,whole milk
09/06/2014;3581;rolls/buns,soda
09/06/2014;3676;honey,other vegetables,whipped/sour cream
09/06/2014;3681;frozen vegetables,margarine
09/06/2014;3790;brown bread,yogurt
09/06/2014;3905;bottled beer,rolls/buns
09/06/2014;4607;pastry,specialty bar
09/06/2014;4661;butter,whole milk
09/06/2014;4812;baking powder,candy,other vegetables,yogurt
10/06/2014;1004;chocolate,red/blush wine,rolls/buns
10/06/2014;1259;coffee,hamburger meat
10/06/2014;1275;citrus fruit,pastry
10/06/2014;1472;sliced cheese,specialty bar
10/06/2014;1582;shopping bags,sparkling wine
10/06/2014;1870;liquor (appetizer),rolls/buns,specialty chocolate,yogurt
10/06/2014;2019;candy,citrus fruit
10/06/2014;2069;napkins,root vegetables
10/06/2014;2267;hygiene articles,instant coffee,instant coffee,other vegetables
10/06/2014;2489;coffee,shopping bags
10/06/2014;2536;photo/film,white bread
10/06/2014;2736;semi-finished bread,turkey
10/06/2014;2814;butter,newspapers,whole milk
10/06/2014;2898;rolls/buns,soda
10/06/2014;3026;chewing gum,ice cream
10/06/2014;3122;pastry,root vegetables
10/06/2014;3224;root vegetables,soda
10/06/2014;3415;bottled water,other vegetables
10/06/2014;3549;canned beer,other vegetables,salty snack
10/06/2014;3844;bathroom cleaner,yogurt
10/06/2014;4232;processed cheese,whole milk
10/06/2014;4234;sliced cheese,whole milk
10/06/2014;4339;mayonnaise,meat spreads
10/06/2014;4707;fruit/vegetable juice,whole milk
11/06/2014;1059;dessert,spread cheese
11/06/2014;1379;candles,female sanitary products,meat,oil
11/06/2014;1470;fruit/vegetable juice,tropical fruit
11/06/2014;1913;chicken,male cosmetics
11/06/2014;1921;chocolate,root vegetables
11/06/2014;1970;ham,pastry
11/06/2014;2464;other vegetables,sausage
11/06/2014;2550;curd,pip fruit
11/06/2014;2612;berries,pastry,soda
11/06/2014;3218;cereals,sugar
11/06/2014;3438;chicken,margarine,white wine
11/06/2014;3616;grapes,rolls/buns
11/06/2014;3626;bottled beer,other vegetables
11/06/2014;3632;candy,oil
11/06/2014;3915;coffee,other vegetables
11/06/2014;4001;dessert,soda
11/06/2014;4176;other vegetables,rolls/buns,waffles
11/06/2014;4271;pot plants,whipped/sour cream
11/06/2014;4283;bottled beer,coffee,liquor (appetizer)
11/06/2014;4448;citrus fruit,curd
11/06/2014;4494;berries,dish cleaner,frozen meals
11/06/2014;4595;salty snack,white bread
11/06/2014;4728;instant coffee,pastry,soda
12/06/2014;1066;oil,shopping bags
12/06/2014;1427;brown bread,rolls/buns,sliced cheese
12/06/2014;1528;cream cheese ,whole milk
12/06/2014;1538;dessert,sausage
12/06/2014;1692;cake bar,chewing gum
12/06/2014;1765;baking powder,meat,pasta
12/06/2014;1786;frozen vegetables,yogurt
12/06/2014;1828;canned beer,dessert
12/06/2014;1908;mustard,whole milk
12/06/2014;2296;domestic eggs,other vegetables
12/06/2014;2303;beef,hair spray
12/06/2014;3116;baking powder,misc. beverages,pot plants
12/06/2014;3185;candy,misc. beverages,oil,yogurt
12/06/2014;3900;coffee,packaged fruit/vegetables,pudding powder,shopping bags
12/06/2014;4028;coffee,whipped/sour cream
12/06/2014;4431;soda,soda,whole milk
12/06/2014;4480;chocolate,misc. beverages
12/06/2014;4622;chicken,cream cheese 
12/06/2014;4624;margarine,napkins,soda,tropical fruit
12/06/2014;4941;canned beer,whole milk
13/06/2014;1023;domestic eggs,soda
13/06/2014;1041;candy,chicken,frozen vegetables
13/06/2014;1246;berries,tropical fruit
13/06/2014;1954;dishes,processed cheese
13/06/2014;2204;chicken,sliced cheese
13/06/2014;2295;mayonnaise,rolls/buns
13/06/2014;2847;ham,yogurt
13/06/2014;2855;cat food,processed cheese,rolls/buns,whole milk
13/06/2014;2877;frozen meals,mustard
13/06/2014;2878;bottled water,rolls/buns
13/06/2014;2941;beverages,bottled water
13/06/2014;3010;hygiene articles,pork,shopping bags
13/06/2014;3020;bottled beer,rolls/buns
13/06/2014;3351;bottled beer,citrus fruit
13/06/2014;3421;pastry,pet care,red/blush wine
13/06/2014;3499;berries,whole milk
13/06/2014;3501;bottled beer,whipped/sour cream
13/06/2014;3615;sugar,whole milk
13/06/2014;3633;chocolate,soda
13/06/2014;4059;UHT-milk,bottled water
13/06/2014;4096;beef,fruit/vegetable juice,yogurt
13/06/2014;4258;newspapers,yogurt
13/06/2014;4261;fruit/vegetable juice,rolls/buns,whole milk
13/06/2014;4470;rolls/buns,tropical fruit
13/06/2014;4512;tropical fruit,white bread
13/06/2014;4679;salty snack,white wine
13/06/2014;4687;processed cheese,soda
13/06/2014;4817;butter,instant coffee
13/06/2014;4897;dishes,rolls/buns
13/06/2014;4972;curd,soda
14/06/2014;1040;rolls/buns,yogurt
14/06/2014;1059;cling film/bags,salty snack,sausage
14/06/2014;1105;other vegetables,white bread
14/06/2014;1107;newspapers,onions
14/06/2014;1235;bottled beer,canned beer
14/06/2014;1838;ice cream,other vegetables
14/06/2014;1934;pip fruit,root vegetables
14/06/2014;1962;pork,soda
14/06/2014;1995;other vegetables,yogurt
14/06/2014;1998;citrus fruit,sauces
14/06/2014;2534;Instant food products,frankfurter
14/06/2014;3064;bottled beer,frozen vegetables
14/06/2014;3666;bottled water,whole milk
14/06/2014;3758;domestic eggs,whole milk
14/06/2014;3763;ham,whole milk
14/06/2014;3836;butter,margarine,other vegetables,soda
14/06/2014;3850;frozen vegetables,misc. beverages
14/06/2014;3895;curd,light bulbs
14/06/2014;4036;domestic eggs,hygiene articles,misc. beverages,rolls/buns
14/06/2014;4193;sauces,shopping bags
14/06/2014;4257;dessert,sausage
14/06/2014;4362;seasonal products,whipped/sour cream
14/06/2014;4487;cat food,house keeping products
14/06/2014;4498;pastry,photo/film
14/06/2014;4508;newspapers,waffles,whole milk
14/06/2014;4868;bottled beer,other vegetables
14/06/2014;4984;snack products,soups
15/06/2014;1178;shopping bags,tropical fruit
15/06/2014;1579;canned beer,specialty bar
15/06/2014;1660;domestic eggs,misc. beverages,sliced cheese
15/06/2014;1697;other vegetables,pip fruit
15/06/2014;2376;chocolate,soda,specialty chocolate
15/06/2014;2472;whole milk,yogurt
15/06/2014;2642;frozen vegetables,pet care,spices
15/06/2014;2868;citrus fruit,pickled vegetables
15/06/2014;2982;hard cheese,rolls/buns
15/06/2014;3045;other vegetables,turkey
15/06/2014;3059;cat food,frozen vegetables,salty snack
15/06/2014;3258;bottled beer,tropical fruit
15/06/2014;3502;UHT-milk,shopping bags
15/06/2014;3548;other vegetables,shopping bags
15/06/2014;4223;newspapers,whole milk
15/06/2014;4314;butter,chewing gum,newspapers,whole milk
15/06/2014;4779;citrus fruit,specialty bar
16/06/2014;1043;chocolate marshmallow,napkins,whole milk
16/06/2014;1522;chocolate,domestic eggs,tropical fruit
16/06/2014;1750;rolls/buns,shopping bags
16/06/2014;1798;domestic eggs,instant coffee
16/06/2014;1877;cake bar,whipped/sour cream
16/06/2014;1958;artif. sweetener,other vegetables,whole milk
16/06/2014;2164;UHT-milk,cream cheese 
16/06/2014;2259;domestic eggs,frankfurter
16/06/2014;2645;domestic eggs,red/blush wine
16/06/2014;2740;meat,whipped/sour cream
16/06/2014;2822;salty snack,shopping bags
16/06/2014;2926;domestic eggs,specialty bar
16/06/2014;3107;newspapers,yogurt
16/06/2014;3317;dessert,shopping bags,yogurt
16/06/2014;3343;rolls/buns,whole milk
16/06/2014;3582;dessert,domestic eggs,tropical fruit
16/06/2014;3663;hygiene articles,root vegetables,whole milk
16/06/2014;3921;chicken,misc. beverages
16/06/2014;4056;cream cheese ,rolls/buns,yogurt
16/06/2014;4721;other vegetables,pastry
16/06/2014;4855;cat food,whipped/sour cream,whole milk
16/06/2014;4864;sausage,specialty cheese
17/06/2014;1256;coffee,tea
17/06/2014;1360;curd,processed cheese
17/06/2014;1574;onions,pastry,soda
17/06/2014;1581;butter,meat
17/06/2014;1646;frozen vegetables,white bread
17/06/2014;1696;cream cheese ,yogurt
17/06/2014;1870;citrus fruit,rolls/buns
17/06/2014;2469;pet care,photo/film
17/06/2014;2701;rolls/buns,salty snack
17/06/2014;2801;other vegetables,whole milk
17/06/2014;3203;frankfurter,newspapers
17/06/2014;3654;ice cream,newspapers,tropical fruit
17/06/2014;3728;dessert,other vegetables,whipped/sour cream
17/06/2014;3803;butter,rolls/buns,skin care
17/06/2014;4086;root vegetables,seasonal products
18/06/2014;1026;long life bakery product,root vegetables
18/06/2014;1323;whole milk,whole milk
18/06/2014;1621;other vegetables,soda
18/06/2014;2086;detergent,liquor,sparkling wine
18/06/2014;2394;butter,decalcifier,whipped/sour cream
18/06/2014;2398;dessert,rolls/buns
18/06/2014;2502;bottled beer,bottled water,shopping bags
18/06/2014;2511;long life bakery product,turkey,whole milk
18/06/2014;2637;fruit/vegetable juice,whole milk
18/06/2014;3072;instant coffee,newspapers
18/06/2014;3530;frozen meals,soda
18/06/2014;3921;cream cheese ,rolls/buns
18/06/2014;4284;canned beer,whole milk
18/06/2014;4455;canned fish,root vegetables
18/06/2014;4538;coffee,dishes
18/06/2014;4561;UHT-milk,whole milk
18/06/2014;4603;bathroom cleaner,popcorn
18/06/2014;4931;berries,root vegetables
19/06/2014;1017;beef,yogurt
19/06/2014;1075;UHT-milk,canned fish
19/06/2014;1087;specialty chocolate,white bread
19/06/2014;1109;chocolate,whole milk
19/06/2014;1275;butter,ice cream
