Member_number;Date;Baskets
4211;04/03/2014;napkins,bottled beer,whole milk
4215;04/03/2014;liquor (appetizer),specialty fat
4275;04/03/2014;other vegetables,dishes
4322;04/03/2014;bottled water,misc. beverages
4541;04/03/2014;napkins,root vegetables,whole milk
4657;04/03/2014;soda,bottled water,margarine,chocolate
4807;04/03/2014;onions,bottled beer
4898;04/03/2014;tropical fruit,long life bakery product
4923;04/03/2014;potato products,specialty bar
4946;04/03/2014;yogurt,frozen meals
4948;04/03/2014;other vegetables,sliced cheese
1097;05/03/2014;shopping bags,root vegetables
1197;05/03/2014;whole milk,brown bread
1454;05/03/2014;chicken,fruit/vegetable juice
1616;05/03/2014;berries,whole milk,margarine
2075;05/03/2014;rolls/buns,citrus fruit
2089;05/03/2014;pastry,margarine
2093;05/03/2014;oil,tropical fruit
2701;05/03/2014;ham,spread cheese
2706;05/03/2014;oil,soda,sliced cheese
2795;05/03/2014;canned beer,rolls/buns
2871;05/03/2014;dessert,whole milk
2956;05/03/2014;rolls/buns,chocolate
3050;05/03/2014;root vegetables,dessert
3166;05/03/2014;house keeping products,other vegetables,whole milk
3575;05/03/2014;photo/film,butter
3689;05/03/2014;sausage,pastry
4025;05/03/2014;UHT-milk,other vegetables
4061;05/03/2014;canned beer,whole milk
4316;05/03/2014;soda,long life bakery product
4463;05/03/2014;flour,beef
4575;05/03/2014;shopping bags,rolls/buns
4750;05/03/2014;yogurt,brown bread
4896;05/03/2014;sugar,red/blush wine
1166;06/03/2014;bottled water,tropical fruit
1170;06/03/2014;shopping bags,chocolate
1212;06/03/2014;salt,tropical fruit
1512;06/03/2014;yogurt,rolls/buns,detergent
1520;06/03/2014;beef,other vegetables
1566;06/03/2014;dessert,citrus fruit,newspapers
1685;06/03/2014;soda,bottled water
1756;06/03/2014;soda,whole milk
1925;06/03/2014;brown bread,long life bakery product
1955;06/03/2014;shopping bags,napkins
2009;06/03/2014;pork,pastry
2112;06/03/2014;soda,sliced cheese
2155;06/03/2014;pip fruit,soda
2315;06/03/2014;hamburger meat,newspapers
2349;06/03/2014;soda,red/blush wine
3205;06/03/2014;whipped/sour cream,other vegetables
3553;06/03/2014;pip fruit,waffles
3600;06/03/2014;shopping bags,whipped/sour cream,other vegetables
4090;06/03/2014;shopping bags,specialty bar
4107;06/03/2014;whipped/sour cream,soda
4109;06/03/2014;pet care,whole milk
4125;06/03/2014;pip fruit,rolls/buns
4217;06/03/2014;domestic eggs,root vegetables,brown bread
4262;06/03/2014;whipped/sour cream,red/blush wine,frozen meals
4383;06/03/2014;whipped/sour cream,whole milk
4473;06/03/2014;bottled beer,other vegetables
4839;06/03/2014;sausage,onions
1219;07/03/2014;instant coffee,red/blush wine
1572;07/03/2014;rolls/buns,candy
2067;07/03/2014;canned beer,brown bread
2139;07/03/2014;chewing gum,instant coffee
2289;07/03/2014;chicken,rolls/buns
2803;07/03/2014;canned beer,tropical fruit
3112;07/03/2014;domestic eggs,mustard
3141;07/03/2014;nut snack,chicken
3238;07/03/2014;root vegetables,bottled beer,rolls/buns
3584;07/03/2014;other vegetables,meat
3743;07/03/2014;sausage,butter
3991;07/03/2014;kitchen towels,margarine
4048;07/03/2014;ice cream,margarine
4278;07/03/2014;soda,newspapers
4359;07/03/2014;cling film/bags,fruit/vegetable juice,citrus fruit
4483;07/03/2014;other vegetables,whole milk
1115;08/03/2014;butter,other vegetables
1133;08/03/2014;yogurt,pastry
1208;08/03/2014;bottled water,soft cheese
1889;08/03/2014;beef,sweet spreads
2524;08/03/2014;white wine,UHT-milk
2545;08/03/2014;processed cheese,pastry
2662;08/03/2014;sausage,pickled vegetables
2746;08/03/2014;white bread,bottled beer
2772;08/03/2014;cat food,whipped/sour cream
3140;08/03/2014;butter,salty snack
3327;08/03/2014;chocolate marshmallow,frozen potato products
3343;08/03/2014;misc. beverages,salty snack
3587;08/03/2014;shopping bags,other vegetables
3851;08/03/2014;other vegetables
3879;08/03/2014;yogurt,whole milk
4036;08/03/2014;cream cheese ,pastry
4082;08/03/2014;pip fruit,berries
4117;08/03/2014;yogurt,whole milk,fruit/vegetable juice
4130;08/03/2014;liquor,long life bakery product
4179;08/03/2014;hamburger meat,other vegetables
4277;08/03/2014;yogurt,butter
4654;08/03/2014;shopping bags,root vegetables
1040;09/03/2014;rolls/buns,whole milk,pasta
1064;09/03/2014;root vegetables,whole milk
1229;09/03/2014;frozen potato products,white bread,beef
1350;09/03/2014;bottled water,whole milk
1361;09/03/2014;rolls/buns,salty snack
1517;09/03/2014;sausage,root vegetables,coffee,salty snack
1550;09/03/2014;domestic eggs,specialty chocolate,brown bread
2590;09/03/2014;frozen dessert,soda
2649;09/03/2014;liqueur,baking powder
2674;09/03/2014;soda,chewing gum
2716;09/03/2014;yogurt,bottled water,pastry
2960;09/03/2014;canned beer,frozen meals
3158;09/03/2014;hamburger meat,margarine
3247;09/03/2014;pip fruit,candy
3495;09/03/2014;pastry,hygiene articles
3544;09/03/2014;dessert,whole milk
3600;09/03/2014;ice cream,frankfurter
3726;09/03/2014;pip fruit,mustard,whole milk
3815;09/03/2014;pet care,cake bar
4155;09/03/2014;beef,curd
4416;09/03/2014;butter,margarine,candy
4740;09/03/2014;dessert,whole milk
4863;09/03/2014;sugar,herbs
4952;09/03/2014;beef,specialty chocolate
1225;10/03/2014;white bread,jam
1307;10/03/2014;canned beer,pastry
1426;10/03/2014;yogurt,bottled water
1546;10/03/2014;coffee,sugar
1753;10/03/2014;other vegetables,sliced cheese,whole milk
1771;10/03/2014;cream cheese ,soda
2964;10/03/2014;oil,male cosmetics
3090;10/03/2014;yogurt,domestic eggs,pasta
3719;10/03/2014;condensed milk,rolls/buns
3957;10/03/2014;bottled water,rolls/buns
4056;10/03/2014;domestic eggs,soda
4097;10/03/2014;coffee,beef,soda
4214;10/03/2014;sausage,cake bar
4297;10/03/2014;beverages,yogurt
4367;10/03/2014;shopping bags,white wine
4430;10/03/2014;sausage,whipped/sour cream
4648;10/03/2014;flour,onions,whipped/sour cream
4696;10/03/2014;oil,ready soups
4801;10/03/2014;misc. beverages,dishes
1407;11/03/2014;butter,whole milk
1501;11/03/2014;whole milk,detergent
1842;11/03/2014;butter milk,root vegetables
1967;11/03/2014;dental care,fruit/vegetable juice
2121;11/03/2014;bottled water,chocolate
2138;11/03/2014;yogurt,soda,brown bread
2417;11/03/2014;newspapers,spread cheese
2979;11/03/2014;domestic eggs
2986;11/03/2014;soda,whole milk
3074;11/03/2014;processed cheese,shopping bags,mayonnaise
3268;11/03/2014;cling film/bags,canned fish
3527;11/03/2014;dish cleaner,canned beer,candy,long life bakery product
3744;11/03/2014;processed cheese,bottled water
3756;11/03/2014;yogurt,canned beer
4255;11/03/2014;shopping bags,beverages,liquor
4617;11/03/2014;coffee,soft cheese,newspapers
4638;11/03/2014;nuts/prunes,margarine
4640;11/03/2014;bottled water,rolls/buns
4697;11/03/2014;shopping bags,butter milk,bottled water
4712;11/03/2014;pork,newspapers
1217;12/03/2014;bottled water,citrus fruit,grapes
1396;12/03/2014;sausage,brown bread
1413;12/03/2014;bottled water,pastry,citrus fruit
1510;12/03/2014;beef,canned beer,fruit/vegetable juice
1718;12/03/2014;domestic eggs,rolls/buns
1827;12/03/2014;coffee,whole milk
2051;12/03/2014;other vegetables,rolls/buns,newspapers
2207;12/03/2014;onions,coffee
2363;12/03/2014;white bread,red/blush wine
2699;12/03/2014;yogurt,sliced cheese
2920;12/03/2014;bottled beer,canned beer
3127;12/03/2014;whipped/sour cream,bottled water
3131;12/03/2014;yogurt,soda
3222;12/03/2014;other vegetables,frozen meals
3411;12/03/2014;roll products ,whole milk
3548;12/03/2014;whipped/sour cream,other vegetables
3622;12/03/2014;bottled water,margarine
3704;12/03/2014;other vegetables,whole milk,frozen vegetables
3879;12/03/2014;soda,tidbits,specialty bar
3959;12/03/2014;sparkling wine,softener
4110;12/03/2014;domestic eggs,bottled beer
4168;12/03/2014;whipped/sour cream,turkey
4305;12/03/2014;onions,whole milk
4437;12/03/2014;oil,whipped/sour cream
4665;12/03/2014;cat food,whole milk
4732;12/03/2014;napkins,soda
4864;12/03/2014;whole milk,brown bread
1295;13/03/2014;other vegetables,soda
1453;13/03/2014;fruit/vegetable juice,citrus fruit
1690;13/03/2014;soda,frankfurter
1931;13/03/2014;chicken,chocolate
1938;13/03/2014;specialty bar,whole milk,tropical fruit
2277;13/03/2014;sugar,other vegetables
2311;13/03/2014;citrus fruit,pot plants
2806;13/03/2014;onions,brown bread,bottled water,red/blush wine
3278;13/03/2014;coffee,dish cleaner
3378;13/03/2014;bottled water,rolls/buns,canned fish
3421;13/03/2014;dessert,frankfurter
3548;13/03/2014;yogurt,tropical fruit
3598;13/03/2014;whipped/sour cream,other vegetables
3976;13/03/2014;onions,other vegetables
4113;13/03/2014;UHT-milk,other vegetables
4404;13/03/2014;other vegetables,brown bread,flower (seeds)
4412;13/03/2014;UHT-milk,canned vegetables
4663;13/03/2014;coffee,domestic eggs
4678;13/03/2014;soap,citrus fruit
1043;14/03/2014;sliced cheese,tropical fruit
1477;14/03/2014;beverages,packaged fruit/vegetables
1646;14/03/2014;butter,newspapers
1726;14/03/2014;bottled beer,other vegetables
2097;14/03/2014;white wine,dog food,newspapers
2349;14/03/2014;dessert,waffles,liquor
2492;14/03/2014;shopping bags,butter milk,soft cheese
2961;14/03/2014;shopping bags,pastry
3065;14/03/2014;whole milk
3549;14/03/2014;yogurt,bottled beer
3847;14/03/2014;domestic eggs,berries,coffee
3862;14/03/2014;processed cheese,onions,instant coffee,dental care
4113;14/03/2014;coffee,root vegetables
4191;14/03/2014;liver loaf,cat food,margarine
4212;14/03/2014;butter,dessert
4669;14/03/2014;kitchen towels,whole milk
4800;14/03/2014;soda,detergent
4849;14/03/2014;onions,frozen vegetables
1121;15/03/2014;shopping bags,coffee
1437;15/03/2014;domestic eggs,pastry
1533;15/03/2014;shopping bags,cream cheese
1602;15/03/2014;yogurt,pip fruit
1652;15/03/2014;root vegetables,pastry
1781;15/03/2014;yogurt,specialty bar
1869;15/03/2014;frozen fish,tropical fruit
1900;15/03/2014;shopping bags,vinegar,liquor,long life bakery product
2059;15/03/2014;sausage,yogurt,curd
2278;15/03/2014;whipped/sour cream,hygiene articles
2320;15/03/2014;dishes,newspapers
2456;15/03/2014;fruit/vegetable juice,pastry
2528;15/03/2014;coffee,candy
3209;15/03/2014;rolls/buns,meat
3220;15/03/2014;pip fruit,other vegetables
3423;15/03/2014;domestic eggs,bottled water
3619;15/03/2014;dessert,curd
4089;15/03/2014;ice cream,hamburger meat
4110;15/03/2014;sausage,red/blush wine
4155;15/03/2014;other vegetables,tropical fruit
4217;15/03/2014;other vegetables,soft cheese
1230;16/03/2014;sliced cheese,canned beer
1234;16/03/2014;root vegetables,bottled water,margarine
1603;16/03/2014;flour,sugar
2300;16/03/2014;fruit/vegetable juice,pork
2680;16/03/2014;other vegetables,frozen meals
2779;16/03/2014;ice cream,cream cheese
3776;16/03/2014;chewing gum,dishes
4136;16/03/2014;frozen dessert,root vegetables
4264;16/03/2014;yogurt,butter milk,whole milk
4270;16/03/2014;napkins,brown bread
4334;16/03/2014;domestic eggs,bottled water,margarine,pickled vegetables
4431;16/03/2014;whole milk,salty snack
4493;16/03/2014;whipped/sour cream,canned beer
4527;16/03/2014;domestic eggs,frankfurter
4567;16/03/2014;other vegetables,specialty chocolate
4620;16/03/2014;shopping bags,root vegetables
4641;16/03/2014;root vegetables,specialty chocolate
4699;16/03/2014;soda,seasonal products,abrasive cleaner
4880;16/03/2014;frozen fish,specialty chocolate,whole milk
4995;16/03/2014;dish cleaner,rice
1061;17/03/2014;soda,bottled beer,fruit/vegetable juice
1354;17/03/2014;cream cheese ,red/blush wine
2008;17/03/2014;root vegetables,soda
2044;17/03/2014;yogurt,butter,whole milk
2175;17/03/2014;soft cheese,rolls/buns
2306;17/03/2014;shopping bags,cream cheese
2407;17/03/2014;other vegetables,rice,curd,canned fish
2581;17/03/2014;specialty bar,sparkling wine
2730;17/03/2014;rolls/buns,salty snack
2884;17/03/2014;other vegetables,bottled water
3221;17/03/2014;fruit/vegetable juice
3395;17/03/2014;soda,rolls/buns
3401;17/03/2014;pip fruit,chewing gum,yogurt
3457;17/03/2014;chocolate marshmallow,chicken,hygiene articles
3580;17/03/2014;butter,whole milk
3773;17/03/2014;mustard,baking powder,pastry
4210;17/03/2014;shopping bags,tropical fruit
4548;17/03/2014;napkins,sliced cheese
1544;18/03/2014;cat food,tropical fruit
1611;18/03/2014;sausage,yogurt
1867;18/03/2014;other vegetables,frozen vegetables
1964;18/03/2014;hard cheese,pip fruit,domestic eggs,hygiene articles
2064;18/03/2014;oil,pork
2707;18/03/2014;whole milk,detergent
3386;18/03/2014;pasta,fruit/vegetable juice
3505;18/03/2014;ketchup,meat spreads
3531;18/03/2014;napkins,pastry,candy
3541;18/03/2014;house keeping products,rolls/buns
3610;18/03/2014;yogurt,other vegetables
3861;18/03/2014;pip fruit,root vegetables,newspapers
4033;18/03/2014;soft cheese,frozen vegetables
4079;18/03/2014;root vegetables,curd
4089;18/03/2014;bottled water,dessert
4127;18/03/2014;mustard,whole milk
4209;18/03/2014;chocolate,newspapers
4401;18/03/2014;sausage,bottled beer,bottled water
4915;18/03/2014;processed cheese,rolls/buns
1197;19/03/2014;pip fruit,waffles
1868;19/03/2014;ham,fruit/vegetable juice,chocolate
1912;19/03/2014;liquor (appetizer),pot plants
2484;19/03/2014;whipped/sour cream,hygiene articles
2795;19/03/2014;root vegetables,snack products
2798;19/03/2014;rolls/buns,margarine
2995;19/03/2014;bottled water,specialty chocolate
3090;19/03/2014;processed cheese,rolls/buns
3117;19/03/2014;napkins,cat food,fruit/vegetable juice
3168;19/03/2014;butter milk,brown bread
3184;19/03/2014;root vegetables,seasonal products
3309;19/03/2014;beef,brown bread
3539;19/03/2014;liquor (appetizer),soda
4345;19/03/2014;roll products ,beef
4712;19/03/2014;cat food,whole milk
4935;19/03/2014;cling film/bags,soda
1082;20/03/2014;bottled water,hygiene articles
1280;20/03/2014;rolls/buns,finished products
1426;20/03/2014;yogurt,margarine
1523;20/03/2014;oil,bottled beer
1729;20/03/2014;whipped/sour cream,other vegetables
1839;20/03/2014;zwieback,newspapers
1957;20/03/2014;root vegetables,berries
2031;20/03/2014;bottled water,ham
2100;20/03/2014;butter,chocolate
2660;20/03/2014;bottled water,whole milk
2669;20/03/2014;white bread,whipped/sour cream
2744;20/03/2014;butter milk,margarine
3918;20/03/2014;napkins,brown bread
3965;20/03/2014;rolls/buns
4125;20/03/2014;candy,whole milk,brown bread
4131;20/03/2014;bags,napkins
4223;20/03/2014;tropical fruit,frozen meals
4396;20/03/2014;roll products ,shopping bags
4453;20/03/2014;pip fruit,napkins,whole milk
4546;20/03/2014;oil,margarine
1073;21/03/2014;salt,brown bread
1133;21/03/2014;shopping bags,coffee
1157;21/03/2014;beef,curd,frozen meals
1746;21/03/2014;root vegetables,margarine
2109;21/03/2014;oil,whipped/sour cream
2149;21/03/2014;butter milk,other vegetables,long life bakery product
2215;21/03/2014;bottled beer,whole milk
2310;21/03/2014;shopping bags,mustard
2804;21/03/2014;white wine,fruit/vegetable juice
2955;21/03/2014;sausage,sliced cheese
3289;21/03/2014;white bread,fruit/vegetable juice,margarine
3307;21/03/2014;sausage,pip fruit
3530;21/03/2014;shopping bags,specialty chocolate
3560;21/03/2014;root vegetables,liquor
3583;21/03/2014;sugar,other vegetables,Instant food products
3695;21/03/2014;dessert,margarine
3834;21/03/2014;flour,chocolate marshmallow
4235;21/03/2014;curd,brown bread
4406;21/03/2014;ice cream,canned beer
4458;21/03/2014;white bread,seasonal products,specialty chocolate,soda
4599;21/03/2014;other vegetables,frankfurter
4694;21/03/2014;shopping bags,newspapers
4932;21/03/2014;root vegetables,whole milk
1198;22/03/2014;napkins,citrus fruit
1745;22/03/2014;yogurt,tropical fruit
1796;22/03/2014;sausage,spices,pip fruit
2346;22/03/2014;condensed milk,whole milk
2393;22/03/2014;sausage,pasta
2521;22/03/2014;root vegetables,pastry
2934;22/03/2014;whole milk,fruit/vegetable juice
3231;22/03/2014;semi-finished bread,bottled water,tropical fruit
3297;22/03/2014;butter,whole milk
3720;22/03/2014;beverages,pasta,citrus fruit
4211;22/03/2014;rolls/buns,detergent
4298;22/03/2014;dessert,whole milk,margarine
4527;22/03/2014;brown bread,newspapers
4729;22/03/2014;butter,whole milk
4873;22/03/2014;other vegetables,newspapers
4955;22/03/2014;sausage,canned fish
1186;23/03/2014;white bread,domestic eggs
1199;23/03/2014;rolls/buns,grapes
1651;23/03/2014;domestic eggs,soda,frozen vegetables,dishes
1959;23/03/2014;pip fruit,rolls/buns
1964;23/03/2014;other vegetables,tropical fruit
2341;23/03/2014;roll products ,toilet cleaner
2424;23/03/2014;curd,softener
2911;23/03/2014;domestic eggs,butter
2938;23/03/2014;butter milk,curd
3522;23/03/2014;liquor,tropical fruit
3811;23/03/2014;other vegetables,canned beer
3832;23/03/2014;napkins,pasta,tropical fruit
4520;23/03/2014;bottled water,pastry
4626;23/03/2014;potato products,canned beer
4861;23/03/2014;hamburger meat,other vegetables
4897;23/03/2014;pip fruit,frozen potato products
1052;24/03/2014;beverages,chicken,coffee
1383;24/03/2014;onions,whipped/sour cream
1904;24/03/2014;napkins,soda
2071;24/03/2014;specialty bar,jam,citrus fruit,Instant food products
2094;24/03/2014;coffee,bottled water
2162;24/03/2014;cream cheese ,whipped/sour cream
2284;24/03/2014;frozen potato products,bottled water
2411;24/03/2014;herbs,soups
2669;24/03/2014;cat food,rolls/buns,pastry,brown bread
3127;24/03/2014;whole milk,pork,flower (seeds)
3164;24/03/2014;pip fruit,rolls/buns,white bread
3172;24/03/2014;bottled beer,bottled water
3549;24/03/2014;instant coffee,whole milk
3862;24/03/2014;sugar,artif. sweetener
3911;24/03/2014;mayonnaise,chocolate
4150;24/03/2014;bottled beer,baking powder,tropical fruit,red/blush wine
4422;24/03/2014;bottled water,shopping bags,berries,curd
4442;24/03/2014;processed cheese,pork
4573;24/03/2014;soda,soft cheese,sliced cheese
1022;25/03/2014;whipped/sour cream,whole milk
1095;25/03/2014;shopping bags,yogurt
1248;25/03/2014;margarine
1420;25/03/2014;domestic eggs,cat food
1853;25/03/2014;fruit/vegetable juice,citrus fruit
2196;25/03/2014;flour,whole milk
2320;25/03/2014;yogurt,grapes
2375;25/03/2014;sausage,cat food
2907;25/03/2014;fruit/vegetable juice,margarine
2949;25/03/2014;bottled water
2989;25/03/2014;bottled beer,whole milk
3013;25/03/2014;whole milk,rice
3108;25/03/2014;domestic eggs,bottled beer,whole milk
3109;25/03/2014;coffee,other vegetables,brown bread
3284;25/03/2014;misc. beverages,whole milk,pot plants
3487;25/03/2014;onions,whole milk
3745;25/03/2014;cream cheese ,root vegetables
4055;25/03/2014;cat food,soda,tropical fruit
4139;25/03/2014;domestic eggs,bottled water,citrus fruit
4842;25/03/2014;yogurt,UHT-milk
4876;25/03/2014;whipped/sour cream,brown bread
1013;26/03/2014;frozen vegetables,tropical fruit
1446;26/03/2014;shopping bags,pasta
1578;26/03/2014;beverages,whole milk
2291;26/03/2014;domestic eggs,packaged fruit/vegetables,meat
2339;26/03/2014;whole milk,fruit/vegetable juice
2399;26/03/2014;napkins,bottled water
2774;26/03/2014;shopping bags,other vegetables
3140;26/03/2014;kitchen towels,salty snack
3168;26/03/2014;sugar,tropical fruit,brown bread
3493;26/03/2014;frozen dessert,soda
3496;26/03/2014;rolls/buns,tropical fruit,Instant food products
3537;26/03/2014;coffee,bottled water
3864;26/03/2014;bottled water,newspapers
4183;26/03/2014;other vegetables
4290;26/03/2014;processed cheese,soda,instant coffee
4330;26/03/2014;beef,whole milk
4636;26/03/2014;other vegetables,whole milk,pastry,citrus fruit
4850;26/03/2014;pastry,red/blush wine
1128;27/03/2014;specialty bar,frozen vegetables,soda
1434;27/03/2014;misc. beverages,waffles
1522;27/03/2014;sausage,ketchup
1921;27/03/2014;napkins,sliced cheese
2231;27/03/2014;berries,tropical fruit
2352;27/03/2014;misc. beverages,tropical fruit
2490;27/03/2014;shopping bags,rolls/buns
2924;27/03/2014;sliced cheese,rolls/buns
2975;27/03/2014;root vegetables,flower (seeds)
2991;27/03/2014;butter milk,whole milk
3267;27/03/2014;beverages,other vegetables
3334;27/03/2014;pip fruit,vinegar
3524;27/03/2014;whipped/sour cream,citrus fruit
3732;27/03/2014;ham,whole milk
3850;27/03/2014;coffee,cling film/bags
3934;27/03/2014;rolls/buns,margarine
4114;27/03/2014;yogurt,root vegetables,bottled water
4164;27/03/2014;dessert,whole milk
4317;27/03/2014;cream cheese ,sparkling wine
4318;27/03/2014;whole milk,pastry
4339;27/03/2014;chocolate marshmallow,berries
4601;27/03/2014;sausage,root vegetables
4735;27/03/2014;honey,pet care,brown bread
1013;28/03/2014;whipped/sour cream,mustard
1146;28/03/2014;other vegetables,berries,sliced cheese,candy
1153;28/03/2014;canned beer,dish cleaner,rolls/buns,tropical fruit
1162;28/03/2014;fruit/vegetable juice,berries,canned beer,male cosmetics
1385;28/03/2014;coffee,berries
1561;28/03/2014;yogurt,fruit/vegetable juice
1824;28/03/2014;butter,chocolate
1908;28/03/2014;pip fruit,fruit/vegetable juice
1939;28/03/2014;shopping bags,yogurt,frozen vegetables
2022;28/03/2014;curd cheese,UHT-milk,newspapers
2339;28/03/2014;dishes,brown bread
2908;28/03/2014;yogurt,organic sausage
2910;28/03/2014;other vegetables,canned fish
2986;28/03/2014;other vegetables,pork
3439;28/03/2014;female sanitary products,candy,newspapers
3808;28/03/2014;whipped/sour cream,other vegetables
3816;28/03/2014;white bread,semi-finished bread,Instant food products
4293;28/03/2014;mayonnaise,ham
4462;28/03/2014;chewing gum,misc. beverages
4592;28/03/2014;other vegetables,tropical fruit
4621;28/03/2014;chicken,salt
4745;28/03/2014;bottled water,soft cheese
4762;28/03/2014;rolls/buns,abrasive cleaner
4835;28/03/2014;beverages,root vegetables,candles
1325;29/03/2014;soda,rolls/buns,chocolate
1340;29/03/2014;whole milk,pot plants
1355;29/03/2014;ice cream,soda,curd
1479;29/03/2014;pip fruit,soda,whole milk
1676;29/03/2014;root vegetables,soda
1865;29/03/2014;ice cream,napkins
2070;29/03/2014;pip fruit,candy
2534;29/03/2014;canned beer,brown bread
2644;29/03/2014;sausage,chocolate,newspapers
3083;29/03/2014;whole milk,tropical fruit
3170;29/03/2014;beverages,white bread
3590;29/03/2014;whole milk,waffles,meat spreads
3831;29/03/2014;yogurt,candy,tropical fruit
4341;29/03/2014;other vegetables,rolls/buns
4371;29/03/2014;specialty chocolate,baking powder,canned beer
4693;29/03/2014;shopping bags,bottled beer
4775;29/03/2014;yogurt,whole milk,softener
4932;29/03/2014;root vegetables,specialty chocolate,pastry
1757;30/03/2014;yogurt,whole milk
1849;30/03/2014;specialty bar,rolls/buns,spread cheese
1988;30/03/2014;whipped/sour cream,curd
2663;30/03/2014;shopping bags,other vegetables,packaged fruit/vegetables
2764;30/03/2014;yogurt,tropical fruit
2990;30/03/2014;rolls/buns,long life bakery product
3026;30/03/2014;semi-finished bread,whole milk,candy
3201;30/03/2014;pasta,flower (seeds)
3267;30/03/2014;herbs,sauces
3283;30/03/2014;frozen fish,whole milk
3297;30/03/2014;yogurt,tropical fruit
3348;30/03/2014;other vegetables,frozen vegetables
3718;30/03/2014;candles,soda
4024;30/03/2014;white bread,UHT-milk
4169;30/03/2014;salty snack,frozen vegetables
4243;30/03/2014;napkins,margarine
4461;30/03/2014;tropical fruit,grapes
4615;30/03/2014;yogurt,frozen potato products,grapes
4646;30/03/2014;whole milk,dishes
4735;30/03/2014;bottled water,rolls/buns
4887;30/03/2014;soda
1387;31/03/2014;specialty bar,margarine,candy
1476;31/03/2014;bottled water,margarine
1572;31/03/2014;white bread,bottled beer,berries,rice,frozen dessert,rolls/buns
2023;31/03/2014;other vegetables,spread cheese
2293;31/03/2014;napkins,other vegetables,candy
2375;31/03/2014;berries,dog food
2524;31/03/2014;rolls/buns,hygiene articles
2589;31/03/2014;whole milk
2656;31/03/2014;margarine,newspapers
2698;31/03/2014;bottled water,whole milk
3056;31/03/2014;liver loaf,fruit/vegetable juice
3150;31/03/2014;pastry,brown bread
3494;31/03/2014;root vegetables,dessert
4046;31/03/2014;shopping bags,pip fruit
4091;31/03/2014;dental care,cat food,packaged fruit/vegetables
4274;31/03/2014;pip fruit,whole milk
4539;31/03/2014;white wine,brown bread
4706;31/03/2014;cream cheese ,zwieback
4769;31/03/2014;processed cheese,butter milk,dessert
1052;01/04/2014;shopping bags,beef
1169;01/04/2014;bottled water,liquor
1852;01/04/2014;chocolate,tropical fruit
1948;01/04/2014;other vegetables
2361;01/04/2014;whipped/sour cream,light bulbs
2733;01/04/2014;soda,red/blush wine
2847;01/04/2014;soups,margarine
2965;01/04/2014;white bread,cat food,dessert,salty snack
3028;01/04/2014;white bread,butter
3141;01/04/2014;napkins,other vegetables,frozen vegetables
3284;01/04/2014;yogurt,other vegetables,instant coffee
3398;01/04/2014;cat food,chocolate
3621;01/04/2014;cling film/bags,ham,citrus fruit
3848;01/04/2014;chocolate marshmallow,brown bread
4310;01/04/2014;bottled water,candy
4465;01/04/2014;frozen potato products,specialty chocolate
4830;01/04/2014;ice cream,soda
1004;02/04/2014;pip fruit,whole milk,tropical fruit
1074;02/04/2014;semi-finished bread,ketchup
1160;02/04/2014;yogurt,whole milk
1427;02/04/2014;whole milk,red/blush wine
1450;02/04/2014;cling film/bags,pickled vegetables
1480;02/04/2014;onions,tropical fruit
1554;02/04/2014;beef,curd
1651;02/04/2014;tea,hygiene articles
1772;02/04/2014;sugar,red/blush wine
1859;02/04/2014;root vegetables,soda
2038;02/04/2014;soda,pastry
2201;02/04/2014;other vegetables,citrus fruit
2242;02/04/2014;shopping bags,chicken
2443;02/04/2014;seasonal products,whole milk
2597;02/04/2014;domestic eggs,fruit/vegetable juice
2602;02/04/2014;prosecco,sausage,pot plants
2935;02/04/2014;bottled water,pastry
2964;02/04/2014;curd,candy
3273;02/04/2014;other vegetables,whole milk
3462;02/04/2014;pet care,rolls/buns
3469;02/04/2014;other vegetables,chicken
3763;02/04/2014;bottled water,sparkling wine,citrus fruit
3795;02/04/2014;sugar,herbs,misc. beverages,hard cheese
3971;02/04/2014;chocolate marshmallow,whole milk
4231;02/04/2014;herbs,tropical fruit,long life bakery product
4500;02/04/2014;cat food,soft cheese
4739;02/04/2014;flour,yogurt
4791;02/04/2014;sausage,fruit/vegetable juice
1031;03/04/2014;ice cream,pot plants
1147;03/04/2014;detergent,frozen meals
1297;03/04/2014;domestic eggs,herbs
1416;03/04/2014;canned beer,long life bakery product
1574;03/04/2014;white bread,newspapers
1657;03/04/2014;frozen potato products,rolls/buns
1822;03/04/2014;onions,bottled beer
1852;03/04/2014;canned beer,whole milk,Instant food products
1931;03/04/2014;pip fruit,bottled water,salt
2337;03/04/2014;sugar,rum,canned beer
2525;03/04/2014;chocolate,turkey
2732;03/04/2014;vinegar,frozen fish,soda
2803;03/04/2014;shopping bags,rubbing alcohol
2868;03/04/2014;potato products,oil,pastry
2921;03/04/2014;bottled water,specialty fat,hard cheese
2971;03/04/2014;shopping bags,napkins,cocoa drinks
3185;03/04/2014;specialty bar,pork,long life bakery product
3203;03/04/2014;onions,soda,other vegetables
3589;03/04/2014;other vegetables,margarine
3661;03/04/2014;syrup,pastry
3784;03/04/2014;soda,chocolate
4130;03/04/2014;soda,soft cheese
4236;03/04/2014;chicken,curd
4752;03/04/2014;whipped/sour cream,meat
4956;03/04/2014;margarine,whole milk,red/blush wine
4968;03/04/2014;beef,margarine
1424;04/04/2014;other vegetables,berries
1507;04/04/2014;hamburger meat,dessert,baking powder
1724;04/04/2014;coffee,chicken,salty snack
